resource_id,primary_secondary,author,year,title,resource_type,doi_ISBN,resource_journal,resource_volume_pages
r755,primary,"Grigg, R.W.",1972,Orientation and growth form of sea fans,article,10.4319/lo.1972.17.2.0185,,
r756,primary,"Fabricius, K., Yahel, G., & Genin, A.",2003,In situ depletion of phytoplankton by an azooxanthellate soft coral,article,10.4319/lo.1998.43.2.0354,,
r757,primary,"Tsounis, G., Rossi, S., Gili, J. M., & Arntz, W.",2006,Population structure of an exploited benthic cnidarian: the case study of red coral (Corallium rubrum L.),article,10.1007/s00227-006-0302-8,,
r758,primary,"Carlier, A., Le Guilloux, E., Olu, K., Sarrazin, J., Mastrototaro, F., Taviani, M., & Clavier, J.",2009,"Trophic relationships in a deep Mediterranean cold-water coral bank (Santa Maria di Leuca, Ionian Sea)",article,10.3354/meps08361,,
r759,primary,"Rahman, M. A., & Oomori, T.",2008,"Structure, crystallization and mineral composition of sclerites in the alcyonarian coral",article,10.1016/j.jcrysgro.2008.04.056,,
r760,primary,"Carugati, L., Moccia, D., Bramanti, L., Cannas, R., Follesa, M. C., Salvadori, S., & Cau, A.",2022,"Deep-Dwelling Populations of Mediterranean Corallium rubrum and Eunicella cavolini: Distribution, Demography, and Co-Occurrence",article,10.3390/biology11020333,,
r761,primary,"Linares, C., Coma, R., Diaz, D., Zabala, M., Hereu, B., & Dantart, L.",2005,Immediate and delayed effects of a mass mortality event on gorgonian population dynamics and benthic community structure in the NW Mediterranean Sea,article,10.3354/meps305127,,
r762,primary,"Rowley, S. J.",2018,"Acclimatory capacity of the Gorgonian Isis hippuris Linnaeus, 1758 to environmental change in SE Sulawesi, Indonesia",article,10.1016/j.jembe.2017.12.012,,
r763,primary,"Lasker, H.R.",2003,Zooxanthella densities within a Caribbean octocoral during bleaching and non-bleaching years,article,10.1007/s00338-003-0276-7,,
r764,primary,"Linares, C., Coma, R., Garrabou, J., Díaz, D., & Zabala, M. ",2008,"Size distribution, density and disturbance in two Mediterranean gorgonians: Paramuricea clavata and Eunicella singularis",article,10.1111/j.1365-2664.2007.01419.x,,
r765,primary,"Kipson, S., Linares, C., Čižmek, H., Cebrián, E., Ballesteros, E., Bakran‐Petricioli, T., & Garrabou, J.",2014,"Population structure and conservation status of the red gorgonian Paramuricea clavata (Risso, 1826) in the Eastern Adriatic Sea",article,10.1111/maec.12195,,
r767,primary,"Betti, F., Bo, M., Bava, S., Faimali, M., & Bavestrello, G.",2018,Shallow-water sea fans: the exceptional assemblage of Leptogorgia sarmentosa (Anthozoa: Gorgoniidae) in the Genoa harbour (Ligurian Sea),article,10.1080/24750263.2018.1494219,,
r768,primary,"Edmunds, P.J.",2020,High ecological resilience of the sea fan Gorgonia ventalina during two severe hurricanes,article,10.7717/peerj.10315,,
r769,primary,"Lacharité, M., & Metaxas, A.",2013,Early Life History of Deep-Water Gorgonian Corals May Limit Their Abundance,article,10.1371/journal.pone.0065394,,
r770,primary,"Grinyó, J., Gori, A., López-González, P. J., Santín, A., Baena, P., & Gili, J. M.",2017,"Morphological features of the gorgonian Paramuricea macrospina on the continental shelf and shelf edge (Menorca Channel, Western Mediterranean Sea)",article,10.1080/17451000.2017.1375118,,
r771,primary,"Davis, T. R., Harasti, D., & Smith, S. D.",2015,Extension of Dendronephthya australis soft corals in tidal current flows,article,10.1007/s00227-015-2732-7,,
r772,primary,"Velimirov, B., & King, J.",1979,Calcium uptake and net calcification rates in the octocoral Eunicella papillosa,article,10.1007/BF00387012,,
r773,primary,"Velimirov, B., & Böhm, E. L",1976,Calcium and magnesium carbonate concentrations in different growth regions of gorgonians,article,10.1007/BF00396874,,
r774,primary,"Weinbauer, M. & Velmirov, B.",1995,"Morphological Variations in the Mediterranean Sea Fan Eunicella Cavolini(Coelenterata: Gorgonacea) in Relation to Exposure, Colony Size and Colony Region",article,,Bulletin of Marine Science -Miami,"56(1), 283-295(13)"
r775,primary,"Couillard, C. M., Sainte‐Marie, B., & Dionne, H.",2021,"Late maturity and evidence for female biennial spawning in the sea pen Pennatula aculeata (Anthozoa, Pennatulacea) in eastern Canada",article,10.1111/ivb.12351,,
r776,primary,"Tsounis, G., Edmunds, P. J., Bramanti, L., Gambrel, B., & Lasker, H. R.",2018,Variability of size structure and species composition in Caribbean octocoral communities under contrasting environmental conditions,article,10.1007/s00227-018-3286-2,,
r777,primary,"Lewis, J. C., Barnowski, T. F., & Telesnicki, G. J.",1992,"Characteristics of Carbonates of Gorgonian Axes (Coelenterata, Octocorallia)",article,10.2307/1542215,,
r778,primary,"de Moura Neves, B., Edinger, E., & Wareham Hayes, V.",2017,Morphology and composition of the internal axis in two morphologically contrasting deep-water sea pens (Cnidaria: Octocorallia),article,10.1080/00222933.2018.1445787,,
r780,primary,"Ambroso, S., Gori, A., Dominguez-Carrió, C., Gili, J. M., Berganzo, E., Teixidó, N., ... & Rossi, S.",2013,"Spatial distribution patterns of the soft corals Alcyonium acaule and Alcyonium palmatum in coastal bottoms (Cap de Creus, northwestern Mediterranean Sea)",article,10.1007/s00227-013-2295-4,,
r781,primary,"Boller, M. L., Swain, T. D., & Lasker, H. R.",2002,Skeletal morphology and material properties of a fragmenting gorgonian coral,article,10.3354/meps228131,,
r782,primary,"Doughty, C. L., Quattrini, A. M., & Cordes, E. E.",2014,Insights into the population dynamics of the deep-sea coral genus Paramuricea in the Gulf of Mexico,article,10.1016/j.dsr2.2013.05.023,,
r783,primary,"Weinbauer, M. G., & Vellmirov, B.",1995,"Calcium, magnesium and strontium concentrations in the calcite sclerites of Mediterranean gorgonians (Coelenterata: Octocorallia)",article,10.1016/0272-7714(95)90015-2,,
r784,primary,"Taubner, I., Böhm, F., Eisenhauer, A., Garbe-Schönberg, D., & Erez, J.",2012,Uptake of alkaline earth metals in Alcyonarian spicules (Octocorallia),article,10.1016/j.gca.2012.01.037,,
r785,primary,"Bayer, F.M.",2001,"The Mineral Component Of The Axis And Holdfast Of Some Gorgonacean Octocorals (Coelenterata : Anthozoa), With Special Reference To The Family Gorgoniidae",article,,Proceedings of the Biological Society of Washington,"114, 309-345"
r786,primary,"Taninaka, H., Maggioni, D., Seveso, D., Huang, D., Townsend, A., Richards, Z. T., ... & Yasuda, N.",2021,Phylogeography of Blue Corals (Genus Heliopora) Across the Indo-West Pacific,article,10.3389/fmars.2021.714662,,
r787,primary,"Allemand, D., & Bénazet‐Tambutté, S.",1996,"Dynamics of calcification in the mediterranean red coral, Corallium rubrum (Linnaeus) (Cnidaria, Octocorallia)",article,10.1002/(SICI)1097-010X(19961101)276:4<270::AID-JEZ4>3.0.CO;2-L,,
r788,primary,"Rodriguez-Lanetti, M., Marquez, L.M. & Losada, F.",2003,"Changes in gorgonian morphology along a depth gradient at Isla Alcatraz, San Esteban National Park, Venezuela",article,,Bulletin of Marine Science -Miami,72(3): 1019–1023
r789,primary,"Gori, A., Rossi, S., Linares, C., Berganzo, E., Orejas, C., Dale, M. R., & Gili, J. M.",2011,"Size and spatial structure in deep versus shallow populations of the Mediterranean gorgonian Eunicella singularis (Cap de Creus, northwestern Mediterranean Sea)",article,10.1007/s00227-011-1686-7,,
r790,primary,"Castro, C. B., Medeiros, M. S., & Loiola, L. L.",2010,Octocorallia (Cnidaria: Anthozoa) from Brazilian reefs,article,10.1080/00222930903441160,,
r791,primary,"West, J. M., Harvell, C. D., & Walls, A. M.",1993,Morphological plasticity in a gorgonian coral (Briareum asbestinum) over a depth cline,article,10.3354/MEPS094061,,
r792,primary,"Pica, D., Calcinai, B., Poliseno, A., Trainito, E., & Cerrano, C. ",2018,Distribution and phenotypic variability of the Mediterranean gorgonian Paramuricea macrospina (Cnidaria: Octocorallia),article,10.1080/24750263.2018.1529202,,
r793,primary,"Bastari, A., Pica, D., Ferretti, F., Micheli, F., & Cerrano, C. ",2018,Sea pens in the Mediterranean Sea: habitat suitability and opportunities for ecosystem recovery,article,10.1093/icesjms/fsy010,,
r794,primary,"Quintanilla, E., Madurell, T., Wilke, T., & Sánchez, J. A.",2019,Dynamic Interplay of ENSO Events and Local Hydrodynamic Parameters Drives Demography and Health Status of Gorgonian Sea Fan Populations on a Remote Tropical Eastern Pacific Island,article,10.3389/fmars.2019.00694,,
r795,primary,"Breedy, O., & Cortés, J.",2015,Shallow water Gorgonians (Octocorallia: Gorgoniidae) from the North Pacific of Costa Rica,article,10.15517/rbt.v62i4.20032,,
r796,primary,"Bastidas, C., Fabricius, K. E., & Willis, B. L.",2004,Demographic aspects of the soft coral Sinularia flexibilisleading to local dominance on coral reefs,article,10.1007/s10750-004-2663-7,,
r797,primary,"Namin, K. S., & Van Ofwegen, L. P.",2009,Some shallow water octocorals (Coelenterata: Anthozoa) of the Persian Gulf,article,10.11646/zootaxa.2058.1.1,,
r798,primary,"Grillo, M. C., Goldberg, W. M., & Allemand, D.",1993,Skeleton and sclerite formation in the precious red coral Corallium rubrum,article,10.1007/BF00346433,,
r799,primary,"Santangelo, G., Bramanti, L., Rossi, S., Tsounis, G., Vielmini, I., Lott, C., & Gili, J. M.",2012,Patterns of variation in recruitment and post-recruitment processes of the Mediterranean precious gorgonian coral Corallium rubrum,article,10.1016/j.jembe.2011.10.030,,
r800,primary,"Quattrini, A. M., Gómez, C. E., & Cordes, E. E.",2017,Environmental filtering and neutral processes shape octocoral community assembly in the deep sea,article,10.1007/s00442-016-3765-4,,
r801,primary,"Farrant, P. A.",1987,Population dynamics of the temperate Australian soft coral Capnella gaboensis,article,10.1007/BF00412524,,
r802,primary,"Russo, A.R.",1985,Ecological observations on the gorgonian sea fan Eunicella cavolinii in the Bay of Naples,article,,Mar. Ecol. Prog. Ser.,24: 155-159
r803,primary,"Benayahu, Y.",1998,"Lobe Variation in Sinularia nanolobata Verseveldt, 1977 (Cnidaria: Alcyonacea)",article,,Bulletin of Marine Science -Miami,63(1):229-240
r804,primary,"Jeyasuria, P., & Lewis, J. C",1987,Mechanical properties of the axial skeleton in gorgonians,article,10.1007/BF00300967,,
r805,primary,"Muzik, K. & Wainwright. S.",1977,Morphology and Habitat of Five Fijian Sea Fans,article,,Bulletin of Marine Science -Miami,"27(2), 308-337"
r806,primary,"Sebens, K.P.",1984,Water flow and coral colony size: Interhabitat comparisons of the octocoral Alcyonium siderium,article,10.1073/pnas.81.17.5473,,
r807,primary,"Esford, L. E., & Lewis, J. C.",1990,"Stiffness of Caribbean gorgonians (Coelenterata, Octocorallia) and Ca/Mg content of their axes",article,10.3354/MEPS067189,Mar. Ecol. Prog. Ser.," 67(2), pp. 189-200"
r808,primary,"Imahara, Y.",1977,"Nephtheid Octocorals from Suruga Bay,the Pacific Coast of Central Japan",article,,Annotationes Zoologicae Japonenses,50(3): 164-173
r809,primary,"Dautova, T.N.",2007,Gorgonians (Anthozoa: Octocorallia) of the northwestern Sea of Japan,article,10.1134/S1063074007050045,,
r810,primary,"Schuhmacher, H.",1973,Morphologische und ökologische Anpassungen vonAcabaria-Arten (Octocorallia) im Roten Meer an verschiedene Formen der Wasserbewegung,article,10.1007/BF01612882,,
r811,primary,"Baillon, S., English, M., Hamel, J. F., & Mercier, A.",2016,Comparative biometry and isotopy of three dominant pennatulacean corals in the Northwest Atlantic,article,10.1111/azo.12141,,
r812,primary,"Weinberg, S.",1976,Revision of the common Octocorallia of the Mediterranean circalittoral. I. Gorgonacea,article,,Beaufortia,"24(313), 63- 104"
r813,primary,"Weinberg, S.",1977,Revision of the common Octocorallia of the Mediterranean circalittoral II. Alcyonacea,article,,Beaufortia,"25(326), 131- 166"
r814,primary,"Weinberg, S.",1978,Revision of the common Octocorallia of the Mediterranean circalittoral. III. Stolonifera,article,,Beaufortia,"27(338), 139- 176"
r815,primary,"Verseveldt, J.",1971,Octocorallia from North-Western Madagascar (Part II),article,,Zoologische Verhandelingen,"117(1), 1- 73"
r816,primary,"Cairns, S. D.",2010,"Review of Octocorallia (Cnidaria: Anthozoa) from Hawai'i and adjacent seamounts. Part 3: Genera Thouarella, Plumarella, Callogorgia, Fanellia, and Parastenella",article,10.2984/64.3.413,,
r817,primary,"McFadden, C. S., Van Ofwegen, L. P., & Quattrini, A. M.",2022,Revisionary systematics of Octocorallia (Cnidaria: Anthozoa) guided by phylogenomics,article,10.18061/bssb.v1i3.8735,,
r818,primary,"Alderslade, P.",2002,A new soft coral genus (Coelenterata: Octocorallia) from Palau,article,10.5962/p.286292,,
r819,primary,"Canessa, M., Bavestrello, G., & Trainito, E.",2023,Leptogorgia sarmentosa (Anthozoa: Octocorallia) in NE Sardinia (Mediterranean Sea): distribution and growth patterns,article,10.1007/s12526-022-01313-0,,
r820,primary,"Grasshoff, M. & Bergibant, G.",2001,Coral reefs. Gorgonians of New Caledonia,guide,,IRD Orstom,335p
r821,primary,"Horvarth, E.A.",2019,"A review of gorgonian coral species (Cnidaria, Octocorallia, Alcyonacea) held in the Santa Barbara Museum of Natural History research collection: focus on species from Scleraxonia, Holaxonia, Calcaxonia – Part III: Suborder Holaxonia continued, and suborder Calcaxonia",article,10.3897/zookeys.860.34317,,
r822,primary,"Otero, M. D. M., Numa, C., Bo, M., Orejas, C., Garrabou, J., Cerrano, C., ... & Cattaneo-Vietti, R",2017,Overview of conservation status on Mediterranean Anthozoa,article,10.2305/IUCN.CH.2017.RA.2.en,,
r823,primary,OBIS,2022,Ocean Biodiversity Information System [OBIS] (2022) Intergovernmental Oceanographic Commission of UNESCO.,online scientific dataset,http://www.obis.org,,
r824,primary,"Bastidas, C., Benzie, J.A.H., Uthicke, S. & Fabricius, K.E. ",2001,"Genetic differentiation among populations of a broadcast spawning soft coral, Sinularia flexibilis, on the Great Barrier Reef",article,10.1007/s002270000480,Mar Biol,"138, 517–525"
r825,primary,"Hwang, S.J. & Soong, J.I.",2008,Reproductive Biology Of Temperate Soft Corals (Alyonacea:Nephtheidae) in Korean Waters,conference proceedings,,"11th International Coral Reef Symposium, Fort Lauderdale, FL",p. 98
r826,primary,"Pratt, E.M.",1903,"The Alcyonaria of the Maldives, II. The genera Sarcophyton, Lobophytum, Sclerophytum and Alcyonium",book chapter,,Fauna Georg. Mald. Laccad. Archip.,2: 503-539.
r827,primary,"Manuel, R.L.",1988,"Synopses of the British Fauna: British Anthozoa, second ed.",book,,"Academic Press, London",241 pp.
r828,primary,"Munro, C.D. & Munro, L.",2003,Eunicella verrucosa: investigating growth and reproduction from a population ecology perspec-tive,article,,PHMS Newsletter,13: 29-3
r829,primary,"Grange, K. R., Watson, J., Cook, S. D. C., Barnett, T. J., Brook, F. J. & Cairns, S. D.",2010,Phylum Cnidaria,book chapter,,In: Cook S.D.C. (ed.) New Zealand Coastal Marine Invertebrates ,"1:  137   –     247.  Canterbury  University Press, Christchurch."
r830,primary,"Hickson, S.J.",1904,The Alcyonaria of the Cape of Good Hope. Part II.,book,, Marine investigations in South Africa,"3, 211–239"
r831,primary,"Weinberg, S.",2013,"Trichogorgia insulaeuropensis spec. nov., a new gorgonian from the Southern Indian Ocean (Coelenterata: Octocorallia: Alcyonacea: Chrysogorgiidae).",article,https://www.weinberg.lu/wp-content/uploads/2016/01/ZM87-02-405-412-Weinberg.pdf,Zoologische Mededelingen,"87, 405–412."
r832,primary,"Bayer, F.M. & Muzik, K.M.",1976,New genera and species of the holaxonian family Chrysogorgiidae (Octocorallia: Gorgonacea),article,,Zoologische Mededelingen,"50 (5), 65–90."
r833,primary,"Clarke, F. W., & Wheeler, W. C.",1922,"The inorganic constituents of marine invertebrates (second edition, revised and enlarged)",report,10.3133/pp124,Prof. Pap. U.S. geol. Surv,"124, 1-62"
r834,primary,"Choi, Y.W. & Kim, J.H.",2008,"Mortality and Growth of the Soft Coral, Dendronephthya gigantea in Jejudo Island, Korea",article,,Journal of the Korean Society of Oceanography,"13(4), 342-347"
r835,primary,"Williams, G.C.",2005,New Taxa of Octocorals (Anthozoa: Octocorallia) from the Northeastern Pacific Ocean,article,,Proceedings of the California Academy of Sciences,"56(5),53-65"
r836,primary,"Ledger, P.W. & Franc, S.",1978,Calcification of the collagenous axial skeleton of Veretillum cynomorium pall. (cnidaria: pennatulacea),article,,Cell and Tissue Research,"192, 249-266"
